cat,soc,job,elm,val,mhr,myr
"Life, Physical, and Social Science",19-1011,Animal Scientists,Artistic,2.33,28.07,58380
"Life, Physical, and Social Science",19-1011,Animal Scientists,Social,1,28.07,58380
"Life, Physical, and Social Science",19-1011,Animal Scientists,Enterprising,2,28.07,58380
"Life, Physical, and Social Science",19-1011,Animal Scientists,Conventional,3,28.07,58380
"Life, Physical, and Social Science",19-1012,Food Scientists and Technologists,Realistic,5.33,31.39,65300
"Life, Physical, and Social Science",19-1012,Food Scientists and Technologists,Investigative,7,31.39,65300
"Life, Physical, and Social Science",19-1012,Food Scientists and Technologists,Artistic,3,31.39,65300
"Life, Physical, and Social Science",19-1012,Food Scientists and Technologists,Social,1.33,31.39,65300
"Life, Physical, and Social Science",19-1012,Food Scientists and Technologists,Enterprising,2.33,31.39,65300
"Life, Physical, and Social Science",19-1012,Food Scientists and Technologists,Conventional,4.33,31.39,65300
"Life, Physical, and Social Science",19-1013,Soil and Plant Scientists,Realistic,5.67,30.74,63950
"Life, Physical, and Social Science",19-1013,Soil and Plant Scientists,Investigative,7,30.74,63950
"Life, Physical, and Social Science",19-1013,Soil and Plant Scientists,Artistic,3.67,30.74,63950
"Life, Physical, and Social Science",19-1013,Soil and Plant Scientists,Social,3,30.74,63950
"Life, Physical, and Social Science",19-1013,Soil and Plant Scientists,Enterprising,1.67,30.74,63950
"Life, Physical, and Social Science",19-1013,Soil and Plant Scientists,Conventional,3,30.74,63950
"Life, Physical, and Social Science",19-1021,Biochemists and Biophysicists,Realistic,4.67,44.85,93280
"Life, Physical, and Social Science",19-1021,Biochemists and Biophysicists,Investigative,7,44.85,93280
"Life, Physical, and Social Science",19-1021,Biochemists and Biophysicists,Artistic,5,44.85,93280
"Life, Physical, and Social Science",19-1021,Biochemists and Biophysicists,Social,1.33,44.85,93280
"Life, Physical, and Social Science",19-1021,Biochemists and Biophysicists,Enterprising,1.67,44.85,93280
"Life, Physical, and Social Science",19-1021,Biochemists and Biophysicists,Conventional,3.33,44.85,93280
"Life, Physical, and Social Science",19-1022,Microbiologists,Realistic,4.67,34.45,71650
"Life, Physical, and Social Science",19-1022,Microbiologists,Investigative,7,34.45,71650
"Life, Physical, and Social Science",19-1022,Microbiologists,Artistic,1.33,34.45,71650
"Life, Physical, and Social Science",19-1022,Microbiologists,Social,1.67,34.45,71650
"Life, Physical, and Social Science",19-1022,Microbiologists,Enterprising,2,34.45,71650
"Life, Physical, and Social Science",19-1022,Microbiologists,Conventional,3,34.45,71650
"Life, Physical, and Social Science",19-1023,Zoologists and Wildlife Biologists,Realistic,5.33,30.49,63420
"Life, Physical, and Social Science",19-1023,Zoologists and Wildlife Biologists,Investigative,7,30.49,63420
"Life, Physical, and Social Science",19-1023,Zoologists and Wildlife Biologists,Artistic,2.33,30.49,63420
"Life, Physical, and Social Science",19-1023,Zoologists and Wildlife Biologists,Social,1.67,30.49,63420
"Life, Physical, and Social Science",19-1023,Zoologists and Wildlife Biologists,Enterprising,2.67,30.49,63420
"Life, Physical, and Social Science",19-1023,Zoologists and Wildlife Biologists,Conventional,3,30.49,63420
"Life, Physical, and Social Science",19-1032,Foresters,Realistic,6.67,29.53,61410
"Life, Physical, and Social Science",19-1032,Foresters,Investigative,5.67,29.53,61410
"Life, Physical, and Social Science",19-1032,Foresters,Artistic,1.33,29.53,61410
"Life, Physical, and Social Science",19-1032,Foresters,Social,2.33,29.53,61410
"Life, Physical, and Social Science",19-1032,Foresters,Enterprising,4,29.53,61410
"Life, Physical, and Social Science",19-1032,Foresters,Conventional,3,29.53,61410
"Life, Physical, and Social Science",19-1041,Epidemiologists,Realistic,3.67,33.49,69660
"Life, Physical, and Social Science",19-1041,Epidemiologists,Investigative,7,33.49,69660
"Life, Physical, and Social Science",19-1041,Epidemiologists,Artistic,1.67,33.49,69660
"Life, Physical, and Social Science",19-1041,Epidemiologists,Social,4,33.49,69660
"Life, Physical, and Social Science",19-1041,Epidemiologists,Enterprising,3,33.49,69660
"Life, Physical, and Social Science",19-1041,Epidemiologists,Conventional,3.33,33.49,69660
"Life, Physical, and Social Science",19-1042,"Medical Scientists, Except Epidemiologists",Realistic,4.33,40.77,84810
"Life, Physical, and Social Science",19-1042,"Medical Scientists, Except Epidemiologists",Investigative,7,40.77,84810
"Life, Physical, and Social Science",19-1042,"Medical Scientists, Except Epidemiologists",Artistic,4.33,40.77,84810
"Life, Physical, and Social Science",19-1042,"Medical Scientists, Except Epidemiologists",Social,4,40.77,84810
"Life, Physical, and Social Science",19-1042,"Medical Scientists, Except Epidemiologists",Enterprising,1.67,40.77,84810
"Life, Physical, and Social Science",19-1042,"Medical Scientists, Except Epidemiologists",Conventional,2.33,40.77,84810
"Life, Physical, and Social Science",19-2011,Astronomers,Realistic,4.67,50.81,105680
"Life, Physical, and Social Science",19-2011,Astronomers,Investigative,7,50.81,105680
"Life, Physical, and Social Science",19-2011,Astronomers,Artistic,5,50.81,105680
"Life, Physical, and Social Science",19-2011,Astronomers,Social,2.67,50.81,105680
"Life, Physical, and Social Science",19-2011,Astronomers,Enterprising,1.67,50.81,105680
"Life, Physical, and Social Science",19-2011,Astronomers,Conventional,2.67,50.81,105680
"Life, Physical, and Social Science",19-2012,Physicists,Realistic,4,58.15,120950
"Life, Physical, and Social Science",19-2012,Physicists,Investigative,7,58.15,120950
"Life, Physical, and Social Science",19-2012,Physicists,Artistic,3.33,58.15,120950
"Life, Physical, and Social Science",19-2012,Physicists,Social,1,58.15,120950
"Life, Physical, and Social Science",19-2012,Physicists,Enterprising,2,58.15,120950
"Life, Physical, and Social Science",19-2012,Physicists,Conventional,3,58.15,120950
"Life, Physical, and Social Science",19-2021,Atmospheric and Space Scientists,Realistic,4.33,45.25,94110
"Life, Physical, and Social Science",19-2021,Atmospheric and Space Scientists,Investigative,6.67,45.25,94110
"Life, Physical, and Social Science",19-2021,Atmospheric and Space Scientists,Artistic,2.33,45.25,94110
"Life, Physical, and Social Science",19-2021,Atmospheric and Space Scientists,Social,3.67,45.25,94110
"Life, Physical, and Social Science",19-2021,Atmospheric and Space Scientists,Enterprising,3,45.25,94110
"Life, Physical, and Social Science",19-2021,Atmospheric and Space Scientists,Conventional,3.67,45.25,94110
"Life, Physical, and Social Science",19-2031,Chemists,Realistic,4,36.97,76890
"Life, Physical, and Social Science",19-2031,Chemists,Investigative,7,36.97,76890
"Life, Physical, and Social Science",19-2031,Chemists,Artistic,2,36.97,76890
"Life, Physical, and Social Science",19-2031,Chemists,Social,1,36.97,76890
"Life, Physical, and Social Science",19-2031,Chemists,Enterprising,2,36.97,76890
"Life, Physical, and Social Science",19-2031,Chemists,Conventional,3.33,36.97,76890
"Life, Physical, and Social Science",19-2032,Materials Scientists,Realistic,5,47.98,99800
"Life, Physical, and Social Science",19-2032,Materials Scientists,Investigative,7,47.98,99800
"Life, Physical, and Social Science",19-2032,Materials Scientists,Artistic,2.67,47.98,99800
"Life, Physical, and Social Science",19-2032,Materials Scientists,Social,1.33,47.98,99800
"Life, Physical, and Social Science",19-2032,Materials Scientists,Enterprising,3.67,47.98,99800
"Life, Physical, and Social Science",19-2032,Materials Scientists,Conventional,3.33,47.98,99800
"Life, Physical, and Social Science",19-2041,"Environmental Scientists and Specialists, Including Health",Realistic,5.33,34.2,71130
"Life, Physical, and Social Science",19-2041,"Environmental Scientists and Specialists, Including Health",Investigative,7,34.2,71130
"Life, Physical, and Social Science",19-2041,"Environmental Scientists and Specialists, Including Health",Artistic,3.33,34.2,71130
"Life, Physical, and Social Science",19-2041,"Environmental Scientists and Specialists, Including Health",Social,1.67,34.2,71130
"Life, Physical, and Social Science",19-2041,"Environmental Scientists and Specialists, Including Health",Enterprising,1.67,34.2,71130
"Life, Physical, and Social Science",19-2041,"Environmental Scientists and Specialists, Including Health",Conventional,4,34.2,71130
"Life, Physical, and Social Science",19-2042,"Geoscientists, Except Hydrologists and Geographers",Realistic,5,43.81,91130
"Life, Physical, and Social Science",19-2042,"Geoscientists, Except Hydrologists and Geographers",Investigative,7,43.81,91130
"Life, Physical, and Social Science",19-2042,"Geoscientists, Except Hydrologists and Geographers",Artistic,3,43.81,91130
"Life, Physical, and Social Science",19-2042,"Geoscientists, Except Hydrologists and Geographers",Social,1.33,43.81,91130
"Life, Physical, and Social Science",19-2042,"Geoscientists, Except Hydrologists and Geographers",Enterprising,2.33,43.81,91130
"Life, Physical, and Social Science",19-2042,"Geoscientists, Except Hydrologists and Geographers",Conventional,3.33,43.81,91130
"Life, Physical, and Social Science",19-2043,Hydrologists,Realistic,5.33,38.16,79370
"Life, Physical, and Social Science",19-2043,Hydrologists,Investigative,7,38.16,79370
"Life, Physical, and Social Science",19-2043,Hydrologists,Artistic,3,38.16,79370
"Life, Physical, and Social Science",19-2043,Hydrologists,Social,1.33,38.16,79370
"Life, Physical, and Social Science",19-2043,Hydrologists,Enterprising,2.67,38.16,79370
"Life, Physical, and Social Science",19-2043,Hydrologists,Conventional,3,38.16,79370
"Life, Physical, and Social Science",19-3011,Economists,Realistic,2.33,50.16,104340
"Life, Physical, and Social Science",19-3011,Economists,Investigative,7,50.16,104340
"Life, Physical, and Social Science",19-3011,Economists,Artistic,2.67,50.16,104340
"Life, Physical, and Social Science",19-3011,Economists,Social,1.67,50.16,104340
"Life, Physical, and Social Science",19-3011,Economists,Enterprising,4,50.16,104340
"Life, Physical, and Social Science",19-3011,Economists,Conventional,4.67,50.16,104340
"Life, Physical, and Social Science",19-3022,Survey Researchers,Realistic,1,27.74,57700
"Life, Physical, and Social Science",19-3022,Survey Researchers,Investigative,6.67,27.74,57700
"Life, Physical, and Social Science",19-3022,Survey Researchers,Artistic,2,27.74,57700
"Life, Physical, and Social Science",19-3022,Survey Researchers,Social,1.33,27.74,57700
"Life, Physical, and Social Science",19-3022,Survey Researchers,Enterprising,4.67,27.74,57700
"Life, Physical, and Social Science",19-3022,Survey Researchers,Conventional,5,27.74,57700
"Life, Physical, and Social Science",19-3032,Industrial-Organizational Psychologists,Realistic,1,46.76,97260
"Life, Physical, and Social Science",19-3032,Industrial-Organizational Psychologists,Investigative,6.33,46.76,97260
"Life, Physical, and Social Science",19-3032,Industrial-Organizational Psychologists,Artistic,4,46.76,97260
"Life, Physical, and Social Science",19-3032,Industrial-Organizational Psychologists,Social,4,46.76,97260
"Life, Physical, and Social Science",19-3032,Industrial-Organizational Psychologists,Enterprising,5.33,46.76,97260
"Life, Physical, and Social Science",19-3032,Industrial-Organizational Psychologists,Conventional,2.67,46.76,97260
"Life, Physical, and Social Science",19-3041,Sociologists,Realistic,1.67,39.45,82050
"Life, Physical, and Social Science",19-3041,Sociologists,Investigative,7,39.45,82050
"Life, Physical, and Social Science",19-3041,Sociologists,Artistic,5.33,39.45,82050
"Life, Physical, and Social Science",19-3041,Sociologists,Social,4.67,39.45,82050
"Life, Physical, and Social Science",19-3041,Sociologists,Enterprising,1.67,39.45,82050
"Life, Physical, and Social Science",19-3041,Sociologists,Conventional,2.67,39.45,82050
"Life, Physical, and Social Science",19-3051,Urban and Regional Planners,Realistic,3,35.12,73050
"Life, Physical, and Social Science",19-3051,Urban and Regional Planners,Investigative,6.67,35.12,73050
"Life, Physical, and Social Science",19-3051,Urban and Regional Planners,Artistic,4,35.12,73050
"Life, Physical, and Social Science",19-3051,Urban and Regional Planners,Social,2,35.12,73050
"Life, Physical, and Social Science",19-3051,Urban and Regional Planners,Enterprising,4.67,35.12,73050
"Life, Physical, and Social Science",19-3051,Urban and Regional Planners,Conventional,3,35.12,73050
"Life, Physical, and Social Science",19-3092,Geographers,Realistic,4.67,38.6,80300
"Life, Physical, and Social Science",19-3092,Geographers,Investigative,7,38.6,80300
"Life, Physical, and Social Science",19-3092,Geographers,Artistic,4,38.6,80300
"Life, Physical, and Social Science",19-3092,Geographers,Social,2.67,38.6,80300
"Life, Physical, and Social Science",19-3092,Geographers,Enterprising,1,38.6,80300
"Life, Physical, and Social Science",19-3092,Geographers,Conventional,3.33,38.6,80300
"Life, Physical, and Social Science",19-3093,Historians,Realistic,1,29.4,61140
"Life, Physical, and Social Science",19-3093,Historians,Investigative,6.67,29.4,61140
"Life, Physical, and Social Science",19-3093,Historians,Artistic,2.67,29.4,61140
"Life, Physical, and Social Science",19-3093,Historians,Social,2.67,29.4,61140
"Life, Physical, and Social Science",19-3093,Historians,Enterprising,2.67,29.4,61140
"Life, Physical, and Social Science",19-3093,Historians,Conventional,3,29.4,61140
"Life, Physical, and Social Science",19-3094,Political Scientists,Realistic,1.67,56.52,117570
"Life, Physical, and Social Science",19-3094,Political Scientists,Investigative,7,56.52,117570
"Life, Physical, and Social Science",19-3094,Political Scientists,Artistic,5.33,56.52,117570
"Life, Physical, and Social Science",19-3094,Political Scientists,Social,4.33,56.52,117570
"Life, Physical, and Social Science",19-3094,Political Scientists,Enterprising,2.33,56.52,117570
"Life, Physical, and Social Science",19-3094,Political Scientists,Conventional,2,56.52,117570
"Life, Physical, and Social Science",19-4021,Biological Technicians,Realistic,6.33,21.39,44500
"Life, Physical, and Social Science",19-4021,Biological Technicians,Investigative,5,21.39,44500
"Life, Physical, and Social Science",19-4021,Biological Technicians,Artistic,1.33,21.39,44500
"Life, Physical, and Social Science",19-4021,Biological Technicians,Social,1.67,21.39,44500
"Life, Physical, and Social Science",19-4021,Biological Technicians,Enterprising,2.33,21.39,44500
"Life, Physical, and Social Science",19-4021,Biological Technicians,Conventional,4.67,21.39,44500
"Life, Physical, and Social Science",19-4031,Chemical Technicians,Realistic,5.67,23.15,48160
"Life, Physical, and Social Science",19-4031,Chemical Technicians,Investigative,6,23.15,48160
"Life, Physical, and Social Science",19-4031,Chemical Technicians,Artistic,1.33,23.15,48160
"Life, Physical, and Social Science",19-4031,Chemical Technicians,Social,1,23.15,48160
"Life, Physical, and Social Science",19-4031,Chemical Technicians,Enterprising,2,23.15,48160
"Life, Physical, and Social Science",19-4031,Chemical Technicians,Conventional,4,23.15,48160
"Life, Physical, and Social Science",19-4061,Social Science Research Assistants,Realistic,1.67,22.42,46640
"Life, Physical, and Social Science",19-4061,Social Science Research Assistants,Investigative,5,22.42,46640
"Life, Physical, and Social Science",19-4061,Social Science Research Assistants,Artistic,2.33,22.42,46640
"Life, Physical, and Social Science",19-4061,Social Science Research Assistants,Social,2.67,22.42,46640
"Life, Physical, and Social Science",19-4061,Social Science Research Assistants,Enterprising,2,22.42,46640
"Life, Physical, and Social Science",19-4061,Social Science Research Assistants,Conventional,6.33,22.42,46640
"Life, Physical, and Social Science",19-4091,"Environmental Science and Protection Technicians, Including Health",Realistic,5.33,22.2,46170
"Life, Physical, and Social Science",19-4091,"Environmental Science and Protection Technicians, Including Health",Investigative,6,22.2,46170
"Life, Physical, and Social Science",19-4091,"Environmental Science and Protection Technicians, Including Health",Artistic,1.33,22.2,46170
"Life, Physical, and Social Science",19-4091,"Environmental Science and Protection Technicians, Including Health",Social,1.33,22.2,46170
"Life, Physical, and Social Science",19-4091,"Environmental Science and Protection Technicians, Including Health",Enterprising,2.33,22.2,46170
"Life, Physical, and Social Science",19-4091,"Environmental Science and Protection Technicians, Including Health",Conventional,3.67,22.2,46170
"Life, Physical, and Social Science",19-4092,Forensic Science Technicians,Realistic,5.33,27.99,58230
"Life, Physical, and Social Science",19-4092,Forensic Science Technicians,Investigative,6.67,27.99,58230
"Life, Physical, and Social Science",19-4092,Forensic Science Technicians,Artistic,2.33,27.99,58230
"Life, Physical, and Social Science",19-4092,Forensic Science Technicians,Social,1.33,27.99,58230
"Life, Physical, and Social Science",19-4092,Forensic Science Technicians,Enterprising,1.33,27.99,58230
"Life, Physical, and Social Science",19-4092,Forensic Science Technicians,Conventional,5,27.99,58230
"Life, Physical, and Social Science",19-4093,Forest and Conservation Technicians,Realistic,5.33,17.88,37180
"Life, Physical, and Social Science",19-4093,Forest and Conservation Technicians,Investigative,4,17.88,37180
"Life, Physical, and Social Science",19-4093,Forest and Conservation Technicians,Artistic,2.67,17.88,37180
"Life, Physical, and Social Science",19-4093,Forest and Conservation Technicians,Social,3.33,17.88,37180
"Life, Physical, and Social Science",19-4093,Forest and Conservation Technicians,Enterprising,4,17.88,37180
"Life, Physical, and Social Science",19-4093,Forest and Conservation Technicians,Conventional,3,17.88,37180
Community and Social Service,21-1012,"Educational, Guidance, School, and Vocational Counselors",Realistic,1,27.07,56310
Community and Social Service,21-1012,"Educational, Guidance, School, and Vocational Counselors",Investigative,3.33,27.07,56310
Community and Social Service,21-1012,"Educational, Guidance, School, and Vocational Counselors",Artistic,3.67,27.07,56310
Community and Social Service,21-1012,"Educational, Guidance, School, and Vocational Counselors",Social,7,27.07,56310
Community and Social Service,21-1012,"Educational, Guidance, School, and Vocational Counselors",Enterprising,3.67,27.07,56310
Community and Social Service,21-1012,"Educational, Guidance, School, and Vocational Counselors",Conventional,3.33,27.07,56310
Community and Social Service,21-1013,Marriage and Family Therapists,Realistic,1,24.08,50090
Community and Social Service,21-1013,Marriage and Family Therapists,Investigative,4,24.08,50090
Community and Social Service,21-1013,Marriage and Family Therapists,Artistic,4.33,24.08,50090
Community and Social Service,21-1013,Marriage and Family Therapists,Social,7,24.08,50090
Community and Social Service,21-1013,Marriage and Family Therapists,Enterprising,2.67,24.08,50090
Community and Social Service,21-1013,Marriage and Family Therapists,Conventional,2.33,24.08,50090
Community and Social Service,21-1015,Rehabilitation Counselors,Realistic,1,17.13,35630
Community and Social Service,21-1015,Rehabilitation Counselors,Investigative,4,17.13,35630
Community and Social Service,21-1015,Rehabilitation Counselors,Artistic,3.67,17.13,35630
Community and Social Service,21-1015,Rehabilitation Counselors,Social,7,17.13,35630
Community and Social Service,21-1015,Rehabilitation Counselors,Enterprising,3.33,17.13,35630
Community and Social Service,21-1015,Rehabilitation Counselors,Conventional,3.33,17.13,35630
Community and Social Service,21-1021,"Child, Family, and School Social Workers",Realistic,1,22.24,46270
Community and Social Service,21-1021,"Child, Family, and School Social Workers",Investigative,3.33,22.24,46270
Community and Social Service,21-1021,"Child, Family, and School Social Workers",Artistic,3.67,22.24,46270
Community and Social Service,21-1021,"Child, Family, and School Social Workers",Social,7,22.24,46270
Community and Social Service,21-1021,"Child, Family, and School Social Workers",Enterprising,4.33,22.24,46270
Community and Social Service,21-1021,"Child, Family, and School Social Workers",Conventional,3,22.24,46270
Community and Social Service,21-1022,Healthcare Social Workers,Realistic,1,27.02,56200
Community and Social Service,21-1022,Healthcare Social Workers,Investigative,4,27.02,56200
Community and Social Service,21-1022,Healthcare Social Workers,Artistic,3.33,27.02,56200
Community and Social Service,21-1022,Healthcare Social Workers,Social,7,27.02,56200
Community and Social Service,21-1022,Healthcare Social Workers,Enterprising,3.33,27.02,56200
Community and Social Service,21-1022,Healthcare Social Workers,Conventional,3,27.02,56200
Community and Social Service,21-1023,Mental Health and Substance Abuse Social Workers,Realistic,1,21.56,44840
Community and Social Service,21-1023,Mental Health and Substance Abuse Social Workers,Investigative,4.67,21.56,44840
Community and Social Service,21-1023,Mental Health and Substance Abuse Social Workers,Artistic,4.33,21.56,44840
Community and Social Service,21-1023,Mental Health and Substance Abuse Social Workers,Social,7,21.56,44840
Community and Social Service,21-1023,Mental Health and Substance Abuse Social Workers,Enterprising,2.67,21.56,44840
Community and Social Service,21-1023,Mental Health and Substance Abuse Social Workers,Conventional,3,21.56,44840
Community and Social Service,21-1091,Health Educators,Realistic,1.67,26.07,54220
Community and Social Service,21-1091,Health Educators,Investigative,3.33,26.07,54220
Community and Social Service,21-1091,Health Educators,Artistic,3.33,26.07,54220
Community and Social Service,21-1091,Health Educators,Social,7,26.07,54220
Community and Social Service,21-1091,Health Educators,Enterprising,4.33,26.07,54220
Community and Social Service,21-1091,Health Educators,Conventional,2.67,26.07,54220
Community and Social Service,21-1092,Probation Officers and Correctional Treatment Specialists,Realistic,1.33,25.49,53020
Community and Social Service,21-1092,Probation Officers and Correctional Treatment Specialists,Investigative,2.33,25.49,53020
Community and Social Service,21-1092,Probation Officers and Correctional Treatment Specialists,Artistic,2.33,25.49,53020
Community and Social Service,21-1092,Probation Officers and Correctional Treatment Specialists,Social,6.67,25.49,53020
Community and Social Service,21-1092,Probation Officers and Correctional Treatment Specialists,Enterprising,5,25.49,53020
Community and Social Service,21-1092,Probation Officers and Correctional Treatment Specialists,Conventional,4.67,25.49,53020
Community and Social Service,21-1093,Social and Human Service Assistants,Realistic,1.67,16.22,33750
Community and Social Service,21-1093,Social and Human Service Assistants,Investigative,2,16.22,33750
Community and Social Service,21-1093,Social and Human Service Assistants,Artistic,1.67,16.22,33750
Community and Social Service,21-1093,Social and Human Service Assistants,Social,6,16.22,33750
Community and Social Service,21-1093,Social and Human Service Assistants,Enterprising,4.33,16.22,33750
Community and Social Service,21-1093,Social and Human Service Assistants,Conventional,6.33,16.22,33750
Community and Social Service,21-1094,Community Health Workers,Realistic,2,19.01,39540
Community and Social Service,21-1094,Community Health Workers,Investigative,3.33,19.01,39540
Community and Social Service,21-1094,Community Health Workers,Artistic,2.67,19.01,39540
Community and Social Service,21-1094,Community Health Workers,Social,7,19.01,39540
Community and Social Service,21-1094,Community Health Workers,Enterprising,3.33,19.01,39540
Community and Social Service,21-1094,Community Health Workers,Conventional,3,19.01,39540
Community and Social Service,21-2011,Clergy,Realistic,1,23.55,48990
Community and Social Service,21-2011,Clergy,Investigative,2,23.55,48990
Community and Social Service,21-2011,Clergy,Artistic,4.67,23.55,48990
Community and Social Service,21-2011,Clergy,Social,7,23.55,48990
Community and Social Service,21-2011,Clergy,Enterprising,4.67,23.55,48990
Community and Social Service,21-2011,Clergy,Conventional,2.67,23.55,48990
Community and Social Service,21-2021,"Directors, Religious Activities and Education",Realistic,1.33,19.62,40810
Community and Social Service,21-2021,"Directors, Religious Activities and Education",Investigative,1,19.62,40810
Community and Social Service,21-2021,"Directors, Religious Activities and Education",Artistic,2.67,19.62,40810
Community and Social Service,21-2021,"Directors, Religious Activities and Education",Social,6,19.62,40810
Community and Social Service,21-2021,"Directors, Religious Activities and Education",Enterprising,7,19.62,40810
Community and Social Service,21-2021,"Directors, Religious Activities and Education",Conventional,4,19.62,40810
Legal,23-1011,Lawyers,Realistic,1.33,58.13,120910
Legal,23-1011,Lawyers,Investigative,4.67,58.13,120910
Legal,23-1011,Lawyers,Artistic,4,58.13,120910
Legal,23-1011,Lawyers,Social,3.33,58.13,120910
Legal,23-1011,Lawyers,Enterprising,7,58.13,120910
Legal,23-1011,Lawyers,Conventional,3.67,58.13,120910
Legal,23-1012,Judicial Law Clerks,Realistic,1,25.74,53540
Legal,23-1012,Judicial Law Clerks,Investigative,4,25.74,53540
Legal,23-1012,Judicial Law Clerks,Artistic,2,25.74,53540
Legal,23-1012,Judicial Law Clerks,Social,2,25.74,53540
Legal,23-1012,Judicial Law Clerks,Enterprising,5.33,25.74,53540
Legal,23-1012,Judicial Law Clerks,Conventional,5.67,25.74,53540
Legal,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",Realistic,1,48,99850
Legal,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",Investigative,5,48,99850
Legal,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",Artistic,3,48,99850
Legal,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",Social,4,48,99850
Legal,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",Enterprising,6.67,48,99850
Legal,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",Conventional,3.33,48,99850
Legal,23-1022,"Arbitrators, Mediators, and Conciliators",Realistic,1,29.94,62270
Legal,23-1022,"Arbitrators, Mediators, and Conciliators",Investigative,2.67,29.94,62270
Legal,23-1022,"Arbitrators, Mediators, and Conciliators",Artistic,3.33,29.94,62270
Legal,23-1022,"Arbitrators, Mediators, and Conciliators",Social,6.67,29.94,62270
Legal,23-1022,"Arbitrators, Mediators, and Conciliators",Enterprising,6.33,29.94,62270
Legal,23-1022,"Arbitrators, Mediators, and Conciliators",Conventional,4,29.94,62270
Legal,23-1023,"Judges, Magistrate Judges, and Magistrates",Realistic,1.33,64.39,133920
Legal,23-1023,"Judges, Magistrate Judges, and Magistrates",Investigative,3.67,64.39,133920
Legal,23-1023,"Judges, Magistrate Judges, and Magistrates",Artistic,2,64.39,133920
Legal,23-1023,"Judges, Magistrate Judges, and Magistrates",Social,5.67,64.39,133920
Legal,23-1023,"Judges, Magistrate Judges, and Magistrates",Enterprising,7,64.39,133920
Legal,23-1023,"Judges, Magistrate Judges, and Magistrates",Conventional,4,64.39,133920
Legal,23-2011,Paralegals and Legal Assistants,Realistic,1,24.49,50940
Legal,23-2011,Paralegals and Legal Assistants,Investigative,5,24.49,50940
Legal,23-2011,Paralegals and Legal Assistants,Artistic,1.67,24.49,50940
Legal,23-2011,Paralegals and Legal Assistants,Social,2,24.49,50940
Legal,23-2011,Paralegals and Legal Assistants,Enterprising,4.33,24.49,50940
Legal,23-2011,Paralegals and Legal Assistants,Conventional,5.67,24.49,50940
Legal,23-2091,Court Reporters,Realistic,1.33,27.48,57150
Legal,23-2091,Court Reporters,Investigative,1.67,27.48,57150
Legal,23-2091,Court Reporters,Artistic,2.33,27.48,57150
Legal,23-2091,Court Reporters,Social,2.67,27.48,57150
Legal,23-2091,Court Reporters,Enterprising,3.33,27.48,57150
Legal,23-2091,Court Reporters,Conventional,6.33,27.48,57150
Legal,23-2093,"Title Examiners, Abstractors, and Searchers",Realistic,4,22.66,47130
Legal,23-2093,"Title Examiners, Abstractors, and Searchers",Investigative,2.33,22.66,47130
Legal,23-2093,"Title Examiners, Abstractors, and Searchers",Artistic,1,22.66,47130
Legal,23-2093,"Title Examiners, Abstractors, and Searchers",Social,2,22.66,47130
Legal,23-2093,"Title Examiners, Abstractors, and Searchers",Enterprising,5,22.66,47130
Legal,23-2093,"Title Examiners, Abstractors, and Searchers",Conventional,7,22.66,47130
"Education, Training, and Library",25-1194,"Vocational Education Teachers, Postsecondary",Realistic,5.33,25.54,53120
"Education, Training, and Library",25-1194,"Vocational Education Teachers, Postsecondary",Investigative,2.67,25.54,53120
"Education, Training, and Library",25-1194,"Vocational Education Teachers, Postsecondary",Artistic,2.67,25.54,53120
"Education, Training, and Library",25-1194,"Vocational Education Teachers, Postsecondary",Social,7,25.54,53120
"Education, Training, and Library",25-1194,"Vocational Education Teachers, Postsecondary",Enterprising,3.33,25.54,53120
"Education, Training, and Library",25-1194,"Vocational Education Teachers, Postsecondary",Conventional,2.33,25.54,53120
"Education, Training, and Library",25-2011,"Preschool Teachers, Except Special Education",Realistic,2,14.32,29780
"Education, Training, and Library",25-2011,"Preschool Teachers, Except Special Education",Investigative,2.67,14.32,29780
"Education, Training, and Library",25-2011,"Preschool Teachers, Except Special Education",Artistic,5.67,14.32,29780
"Education, Training, and Library",25-2011,"Preschool Teachers, Except Special Education",Social,7,14.32,29780
"Education, Training, and Library",25-2011,"Preschool Teachers, Except Special Education",Enterprising,3.33,14.32,29780
"Education, Training, and Library",25-2011,"Preschool Teachers, Except Special Education",Conventional,2,14.32,29780
"Education, Training, and Library",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Realistic,2,25.79,53630
"Education, Training, and Library",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Investigative,2.33,25.79,53630
"Education, Training, and Library",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Artistic,4.67,25.79,53630
"Education, Training, and Library",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Social,7,25.79,53630
"Education, Training, and Library",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Enterprising,4,25.79,53630
"Education, Training, and Library",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Conventional,2.67,25.79,53630
